Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
26,5,2015-03-13,6219,678,1,0,0,0
26,6,2015-03-14,5514,581,1,1,0,0
26,7,2015-03-15,3937,361,1,1,0,0
26,1,2015-03-16,8693,849,1,1,0,0
26,2,2015-03-17,5995,635,1,0,0,0
26,3,2015-03-18,7351,791,1,1,0,0
26,4,2015-03-19,5467,529,1,0,0,0
26,5,2015-03-20,4946,459,1,0,0,0
26,6,2015-03-21,6500,692,1,1,0,0
26,7,2015-03-22,0,0,0,1,0,0
26,1,2015-03-23,5751,616,1,0,0,0
26,2,2015-03-24,4870,537,1,0,0,0
26,3,2015-03-25,5532,575,1,0,0,0
26,4,2015-03-26,7006,735,1,1,0,0
26,5,2015-03-27,5304,495,1,0,0,0
26,6,2015-03-28,3821,436,1,0,0,0
26,7,2015-03-29,0,0,0,1,0,0
26,1,2015-03-30,5250,541,1,0,0,0
26,2,2015-03-31,6024,551,1,0,0,0
26,3,2015-04-01,5350,529,1,0,0,1
26,4,2015-04-02,4989,498,1,0,0,0
26,5,2015-04-03,3478,392,1,0,b,0
26,6,2015-04-04,4540,472,1,0,0,1
26,7,2015-04-05,3701,355,1,1,0,0
26,1,2015-04-06,3354,314,1,0,c,0
26,2,2015-04-07,5446,568,1,0,0,0
26,3,2015-04-08,6917,713,1,1,0,0
26,4,2015-04-09,5873,596,1,0,0,1
26,5,2015-04-10,4913,496,1,0,0,0
26,6,2015-04-11,4845,525,1,1,0,0
26,7,2015-04-12,4655,462,1,1,0,0
26,1,2015-04-13,6778,685,1,0,0,1
26,2,2015-04-14,6624,741,1,1,0,0
26,3,2015-04-15,5681,661,1,0,0,0
26,4,2015-04-16,6677,748,1,0,0,1
26,5,2015-04-17,6630,702,1,0,0,0
26,6,2015-04-18,6306,584,1,1,0,1
26,7,2015-04-19,3784,385,1,1,0,0
26,1,2015-04-20,7730,735,1,1,0,1
26,2,2015-04-21,6496,600,1,0,0,1
26,3,2015-04-22,6614,633,1,0,0,0
26,4,2015-04-23,7764,817,1,1,0,0
26,5,2015-04-24,9047,851,1,1,0,1
26,6,2015-04-25,7117,677,1,1,0,0
26,7,2015-04-26,0,0,0,1,0,0
26,1,2015-04-27,6583,635,1,0,0,0
26,2,2015-04-28,6692,757,1,0,0,0
26,3,2015-04-29,4841,505,1,0,0,0
26,4,2015-04-30,7043,816,1,0,0,1
26,5,2015-05-01,4648,438,1,1,b,0
26,6,2015-05-02,4265,426,1,0,0,0
26,7,2015-05-03,4072,389,1,1,0,0
26,1,2015-05-04,6363,676,1,1,0,0
26,2,2015-05-05,5965,647,1,0,0,0
26,3,2015-05-06,8718,830,1,1,0,0
26,4,2015-05-07,5948,668,1,1,0,0
26,5,2015-05-08,7899,863,1,1,0,0
26,6,2015-05-09,5871,635,1,0,0,0
26,7,2015-05-10,0,0,0,0,0,0
26,1,2015-05-11,8632,812,1,1,0,0
26,2,2015-05-12,8483,866,1,1,0,0
26,3,2015-05-13,6263,667,1,0,0,0
26,4,2015-05-14,6731,643,1,1,0,0
26,5,2015-05-15,8048,806,1,0,0,0
26,6,2015-05-16,5923,584,1,1,0,0
26,7,2015-05-17,0,0,0,1,0,0
26,1,2015-05-18,6326,658,1,0,0,0
26,2,2015-05-19,8171,906,1,1,0,0
26,3,2015-05-20,8430,888,1,1,0,0
26,4,2015-05-21,6203,693,1,0,0,0
26,5,2015-05-22,7002,702,1,0,0,0
26,6,2015-05-23,4626,479,1,0,0,0
26,7,2015-05-24,3951,457,1,0,0,0
26,1,2015-05-25,7934,822,1,1,0,0
26,2,2015-05-26,8347,791,1,1,0,0
26,3,2015-05-27,7004,755,1,1,0,0
26,4,2015-05-28,5476,505,1,0,0,0
26,5,2015-05-29,8957,916,1,1,0,0
26,6,2015-05-30,4787,456,1,0,0,0
26,7,2015-05-31,2717,259,1,0,0,0
26,1,2015-06-01,8644,907,1,1,0,0
26,2,2015-06-02,8341,955,1,1,0,0
26,3,2015-06-03,6732,641,1,0,0,0
26,4,2015-06-04,5992,675,1,0,0,0
26,5,2015-06-05,6315,618,1,0,0,0
26,6,2015-06-06,5564,584,1,0,0,0
26,7,2015-06-07,0,0,0,0,0,0
26,1,2015-06-08,6311,646,1,0,0,0
26,2,2015-06-09,6959,663,1,0,0,0
26,3,2015-06-10,7000,776,1,1,0,0
26,4,2015-06-11,5783,563,1,0,0,0
26,5,2015-06-12,10194,930,1,1,0,0
26,6,2015-06-13,4627,447,1,0,0,0
26,7,2015-06-14,4779,545,1,1,0,0
26,1,2015-06-15,5939,594,1,0,0,0
26,2,2015-06-16,7642,779,1,1,0,0
26,3,2015-06-17,7590,811,1,1,0,0
26,4,2015-06-18,5796,621,1,0,0,0
26,5,2015-06-19,6644,649,1,1,0,0
26,6,2015-06-20,3936,462,1,0,0,0
26,7,2015-06-21,0,0,0,1,0,0
26,1,2015-06-22,8652,881,1,1,0,0
26,2,2015-06-23,7177,690,1,0,0,0
26,3,2015-06-24,7537,849,1,1,0,0
26,4,2015-06-25,7887,749,1,1,0,0
26,5,2015-06-26,7444,688,1,0,0,0
26,6,2015-06-27,5888,556,1,1,0,0
26,7,2015-06-28,3466,353,1,0,0,0
26,1,2015-06-29,7775,868,1,0,0,0
26,2,2015-06-30,5016,541,1,0,0,0
26,3,2015-07-01,8345,935,1,1,0,0
26,4,2015-07-02,6595,619,1,0,0,0
26,5,2015-07-03,6273,663,1,0,0,1
26,6,2015-07-04,5438,606,1,0,0,1
26,7,2015-07-05,0,0,0,0,0,1
26,1,2015-07-06,0,0,0,0,0,0
26,2,2015-07-07,7787,826,1,1,0,1
26,3,2015-07-08,5592,530,1,0,0,0
26,4,2015-07-09,7145,717,1,1,0,0
26,5,2015-07-10,6634,700,1,0,0,0
26,6,2015-07-11,4683,542,1,0,0,1
26,7,2015-07-12,0,0,0,0,0,1
26,1,2015-07-13,8058,801,1,1,0,0
26,2,2015-07-14,8882,1009,1,1,0,1
26,3,2015-07-15,6145,708,1,0,0,1
26,4,2015-07-16,8512,1001,1,1,0,0
26,5,2015-07-17,8624,967,1,1,0,1
26,6,2015-07-18,5019,501,1,0,0,1
26,7,2015-07-19,0,0,0,0,0,1
26,1,2015-07-20,5784,592,1,0,0,1
26,2,2015-07-21,5273,515,1,0,0,0
26,3,2015-07-22,6167,622,1,0,0,1
26,4,2015-07-23,6151,596,1,0,0,0
26,5,2015-07-24,7617,713,1,0,0,1
26,6,2015-07-25,5026,502,1,0,0,1
26,7,2015-07-26,0,0,0,1,0,1
26,1,2015-07-27,5923,606,1,0,0,0
26,2,2015-07-28,5985,693,1,0,0,0
26,3,2015-07-29,5402,566,1,0,0,0
26,4,2015-07-30,6023,608,1,0,0,1
26,5,2015-07-31,6016,586,1,1,0,0
27,2,2013-01-01,3985,385,1,0,a,0
27,3,2013-01-02,6332,660,1,0,0,0
27,4,2013-01-03,8007,766,1,1,0,0
27,5,2013-01-04,8344,877,1,1,0,1
27,6,2013-01-05,4779,455,1,0,0,1
27,7,2013-01-06,3480,340,1,0,0,0
27,1,2013-01-07,7231,782,1,0,0,1
27,2,2013-01-08,6054,651,1,0,0,0
27,3,2013-01-09,6984,673,1,1,0,1
27,4,2013-01-10,0,0,0,0,0,0
27,5,2013-01-11,6572,619,1,0,0,1
27,6,2013-01-12,4541,418,1,0,0,1
27,7,2013-01-13,2843,278,1,0,0,0
27,1,2013-01-14,7106,675,1,0,0,0
27,2,2013-01-15,5961,606,1,0,0,0
27,3,2013-01-16,5298,558,1,0,0,0
27,4,2013-01-17,6884,641,1,1,0,0
27,5,2013-01-18,7081,829,1,0,0,0
27,6,2013-01-19,4520,468,1,0,0,1
27,7,2013-01-20,2931,275,1,0,0,0
27,1,2013-01-21,8488,911,1,1,0,1
27,2,2013-01-22,5250,576,1,0,0,0
27,3,2013-01-23,5979,615,1,0,0,0
27,4,2013-01-24,5012,556,1,0,0,0
27,5,2013-01-25,5890,576,1,0,0,1
27,6,2013-01-26,4597,535,1,0,0,1
27,7,2013-01-27,3220,308,1,0,0,1
27,1,2013-01-28,9286,1073,1,1,0,0
27,2,2013-01-29,7950,790,1,1,0,0
27,3,2013-01-30,7601,781,1,1,0,1
27,4,2013-01-31,7055,652,1,1,0,1
27,5,2013-02-01,9306,948,1,1,0,0
27,6,2013-02-02,6609,756,1,1,0,0
27,7,2013-02-03,2642,294,1,0,0,0
27,1,2013-02-04,6496,616,1,0,0,0
27,2,2013-02-05,7189,719,1,1,0,0
27,3,2013-02-06,5211,570,1,0,0,0
27,4,2013-02-07,6546,755,1,0,0,0
27,5,2013-02-08,5732,658,1,0,0,0
27,6,2013-02-09,4264,458,1,0,0,0
27,7,2013-02-10,3850,371,1,1,0,0
27,1,2013-02-11,6571,644,1,0,0,0
27,2,2013-02-12,7890,907,1,1,0,0
27,3,2013-02-13,9164,872,1,1,0,0
27,4,2013-02-14,9181,1008,1,1,0,0
27,5,2013-02-15,5631,606,1,0,0,0
27,6,2013-02-16,6348,733,1,1,0,0
27,7,2013-02-17,2928,301,1,0,0,0
27,1,2013-02-18,9672,1027,1,1,0,0
27,2,2013-02-19,8039,769,1,1,0,0
27,3,2013-02-20,7778,830,1,1,0,0
27,4,2013-02-21,7115,716,1,1,0,0
27,5,2013-02-22,5588,582,1,0,0,0
27,6,2013-02-23,4994,532,1,0,0,0
27,7,2013-02-24,0,0,0,0,0,0
27,1,2013-02-25,10369,1022,1,1,0,0
27,2,2013-02-26,5650,539,1,0,0,0
27,3,2013-02-27,6988,649,1,0,0,0
27,4,2013-02-28,6018,630,1,0,0,0
27,5,2013-03-01,7687,720,1,1,0,0
27,6,2013-03-02,6949,681,1,1,0,0
27,7,2013-03-03,4356,401,1,1,0,0
27,1,2013-03-04,8497,966,1,1,0,0
27,2,2013-03-05,5451,518,1,0,0,0
27,3,2013-03-06,7852,856,1,1,0,0
27,4,2013-03-07,6844,782,1,0,0,0
27,5,2013-03-08,8825,970,1,1,0,0
27,6,2013-03-09,6094,638,1,1,0,0
27,7,2013-03-10,4379,471,1,1,0,0
27,1,2013-03-11,10560,1176,1,1,0,0
27,2,2013-03-12,5048,527,1,0,0,0
27,3,2013-03-13,8756,948,1,1,0,0
27,4,2013-03-14,5388,548,1,0,0,0
27,5,2013-03-15,10137,1104,1,1,0,0
27,6,2013-03-16,7715,876,1,1,0,0
27,7,2013-03-17,0,0,0,1,0,0
27,1,2013-03-18,8531,791,1,0,0,0
27,2,2013-03-19,8522,886,1,1,0,0
27,3,2013-03-20,7620,695,1,0,0,0
27,4,2013-03-21,6953,655,1,0,0,0
27,5,2013-03-22,8632,786,1,1,0,0
27,6,2013-03-23,6832,788,1,1,0,0
27,7,2013-03-24,3618,419,1,0,0,0
27,1,2013-03-25,8583,971,1,1,0,0
27,2,2013-03-26,8059,930,1,0,0,0
27,3,2013-03-27,6510,604,1,0,0,0
27,4,2013-03-28,0,0,0,0,0,0
27,5,2013-03-29,4722,432,1,0,c,0
27,6,2013-03-30,7076,689,1,1,0,0
27,7,2013-03-31,0,0,0,0,0,0
27,1,2013-04-01,5317,552,1,1,c,1
27,2,2013-04-02,6446,738,1,0,0,0
27,3,2013-04-03,6742,647,1,0,0,0
27,4,2013-04-04,5636,521,1,0,0,1
27,5,2013-04-05,8840,972,1,1,0,1
27,6,2013-04-06,7156,736,1,1,0,1
27,7,2013-04-07,0,0,0,0,0,0
27,1,2013-04-08,8206,902,1,0,0,0
27,2,2013-04-09,7664,815,1,0,0,0
27,3,2013-04-10,6110,710,1,0,0,0
27,4,2013-04-11,10901,1006,1,1,0,0
27,5,2013-04-12,6935,689,1,0,0,0
27,6,2013-04-13,7597,691,1,1,0,1
27,7,2013-04-14,0,0,0,0,0,0
27,1,2013-04-15,8101,935,1,0,0,0
27,2,2013-04-16,7662,815,1,0,0,1
27,3,2013-04-17,7056,731,1,0,0,0
27,4,2013-04-18,10137,1123,1,1,0,1
27,5,2013-04-19,8812,837,1,1,0,1
27,6,2013-04-20,4561,514,1,0,0,1
27,7,2013-04-21,4856,450,1,1,0,0
27,1,2013-04-22,10959,1092,1,1,0,0
27,2,2013-04-23,6260,619,1,0,0,0
27,3,2013-04-24,10199,1096,1,1,0,1
27,4,2013-04-25,7150,780,1,0,0,1
27,5,2013-04-26,7448,785,1,0,0,0
27,6,2013-04-27,4246,464,1,0,0,0
27,7,2013-04-28,3960,398,1,0,0,1
27,1,2013-04-29,8248,766,1,0,0,1
27,2,2013-04-30,7715,771,1,0,0,0
27,3,2013-05-01,5473,611,1,1,b,0
27,4,2013-05-02,7924,893,1,1,0,0
27,5,2013-05-03,6383,698,1,0,0,0
27,6,2013-05-04,4825,491,1,0,0,0
27,7,2013-05-05,4325,445,1,0,0,0
27,1,2013-05-06,10024,993,1,1,0,0
27,2,2013-05-07,10803,1075,1,1,0,0
27,3,2013-05-08,7086,708,1,0,0,0
27,4,2013-05-09,8893,897,1,1,0,0
27,5,2013-05-10,6596,676,1,0,0,0
27,6,2013-05-11,4904,462,1,0,0,0
27,7,2013-05-12,4232,445,1,0,0,0
27,1,2013-05-13,7694,876,1,0,0,0
27,2,2013-05-14,6621,773,1,0,0,0
27,3,2013-05-15,6552,675,1,0,0,0
27,4,2013-05-16,8003,770,1,0,0,0
27,5,2013-05-17,7914,838,1,0,0,0
27,6,2013-05-18,7345,763,1,1,0,0
27,7,2013-05-19,0,0,0,0,0,0
27,1,2013-05-20,6632,723,1,0,0,0
27,2,2013-05-21,9337,856,1,1,0,0
27,3,2013-05-22,9186,907,1,1,0,0
27,4,2013-05-23,9927,913,1,1,0,0
27,5,2013-05-24,8476,917,1,0,0,0
27,6,2013-05-25,5457,548,1,1,0,0
27,7,2013-05-26,4964,551,1,1,0,0
27,1,2013-05-27,8876,949,1,0,0,0
27,2,2013-05-28,10203,961,1,1,0,0
27,3,2013-05-29,6929,777,1,0,0,0
27,4,2013-05-30,7196,733,1,0,0,0
27,5,2013-05-31,9827,971,1,1,0,0
27,6,2013-06-01,7448,725,1,1,0,0
27,7,2013-06-02,0,0,0,0,0,0
27,1,2013-06-03,11178,1286,1,1,0,0
27,2,2013-06-04,9636,891,1,1,0,0
27,3,2013-06-05,7372,694,1,0,0,0
27,4,2013-06-06,6844,768,1,0,0,0
27,5,2013-06-07,8737,949,1,0,0,0
27,6,2013-06-08,5019,513,1,0,0,0
27,7,2013-06-09,4730,531,1,1,0,0
27,1,2013-06-10,8777,873,1,0,0,0
27,2,2013-06-11,10084,1153,1,1,0,0
27,3,2013-06-12,7104,726,1,0,0,0
27,4,2013-06-13,10216,1083,1,1,0,0
27,5,2013-06-14,8051,822,1,0,0,0
27,6,2013-06-15,5495,558,1,0,0,0
27,7,2013-06-16,5451,521,1,1,0,0
27,1,2013-06-17,7515,723,1,0,0,0
27,2,2013-06-18,6731,628,1,0,0,0
27,3,2013-06-19,9863,905,1,1,0,0
27,4,2013-06-20,8484,925,1,1,0,0
27,5,2013-06-21,8735,818,1,0,0,0
27,6,2013-06-22,5145,578,1,0,0,0
27,7,2013-06-23,0,0,0,1,0,0
27,1,2013-06-24,7701,795,1,0,0,0
27,2,2013-06-25,8385,955,1,0,0,0
27,3,2013-06-26,10246,1159,1,1,0,0
27,4,2013-06-27,6819,680,1,0,0,0
27,5,2013-06-28,8365,830,1,1,0,0
27,6,2013-06-29,6361,687,1,0,0,0
27,7,2013-06-30,0,0,0,0,0,0
27,1,2013-07-01,0,0,0,0,0,0
27,2,2013-07-02,7401,798,1,0,0,0
27,3,2013-07-03,6815,631,1,0,0,1
27,4,2013-07-04,7370,759,1,0,0,1
27,5,2013-07-05,9774,1093,1,1,0,0
27,6,2013-07-06,8185,870,1,1,0,0
27,7,2013-07-07,0,0,0,0,0,1
27,1,2013-07-08,8882,871,1,0,0,0
27,2,2013-07-09,6337,646,1,0,0,1
27,3,2013-07-10,8892,817,1,1,0,0
27,4,2013-07-11,9094,976,1,1,0,0
27,5,2013-07-12,9807,902,1,1,0,0
27,6,2013-07-13,5411,497,1,0,0,1
27,7,2013-07-14,4143,485,1,0,0,1
27,1,2013-07-15,9242,1020,1,0,0,0
27,2,2013-07-16,7888,891,1,1,0,0
27,3,2013-07-17,9572,1077,1,1,0,0
27,4,2013-07-18,7823,801,1,0,0,0
27,5,2013-07-19,6997,687,1,0,0,1
27,6,2013-07-20,7274,795,1,1,0,1
27,7,2013-07-21,4080,478,1,0,0,1
27,1,2013-07-22,8329,942,1,0,0,0
27,2,2013-07-23,7019,646,1,0,0,1
27,3,2013-07-24,8800,899,1,1,0,0
27,4,2013-07-25,8346,969,1,0,0,0
27,5,2013-07-26,10083,1083,1,1,0,0
27,6,2013-07-27,7755,891,1,1,0,1
27,7,2013-07-28,3018,335,1,0,0,1
27,1,2013-07-29,8976,1025,1,1,0,1
27,2,2013-07-30,10728,1155,1,1,0,1
27,3,2013-07-31,0,0,0,1,0,0
27,4,2013-08-01,7961,818,1,0,0,0
27,5,2013-08-02,9139,973,1,1,0,1
27,6,2013-08-03,5687,608,1,0,0,0
27,7,2013-08-04,3651,356,1,0,0,1
27,1,2013-08-05,10643,1222,1,1,0,0
27,2,2013-08-06,7664,845,1,1,0,0
27,3,2013-08-07,7674,798,1,0,0,0
27,4,2013-08-08,5660,555,1,0,0,0
27,5,2013-08-09,9796,1143,1,1,0,0
27,6,2013-08-10,7264,793,1,0,0,0
27,7,2013-08-11,5895,671,1,1,0,1
27,1,2013-08-12,0,0,0,0,0,1
27,2,2013-08-13,6890,683,1,0,0,0
27,3,2013-08-14,7128,648,1,0,0,0
27,4,2013-08-15,7395,707,1,0,0,0
27,5,2013-08-16,9731,1110,1,1,0,0
27,6,2013-08-17,7202,806,1,1,0,1
27,7,2013-08-18,0,0,0,1,0,0
27,1,2013-08-19,7456,831,1,0,0,1
27,2,2013-08-20,8679,977,1,0,0,0
27,3,2013-08-21,9708,1052,1,1,0,0
27,4,2013-08-22,10059,1028,1,1,0,1
27,5,2013-08-23,7367,810,1,0,0,1
27,6,2013-08-24,6464,669,1,1,0,1
27,7,2013-08-25,0,0,0,1,0,0
27,1,2013-08-26,10924,999,1,1,0,1
27,2,2013-08-27,7724,703,1,0,0,0
27,3,2013-08-28,7423,712,1,0,0,0
27,4,2013-08-29,9124,977,1,1,0,1
27,5,2013-08-30,8509,888,1,1,0,1
27,6,2013-08-31,5523,632,1,0,0,1
27,7,2013-09-01,4491,458,1,1,0,0
27,1,2013-09-02,12144,1239,1,1,0,0
27,2,2013-09-03,6560,628,1,0,0,0
27,3,2013-09-04,9739,1037,1,1,0,0
27,4,2013-09-05,7745,856,1,0,0,0
27,5,2013-09-06,9236,1024,1,1,0,0
27,6,2013-09-07,5477,501,1,0,0,0
27,7,2013-09-08,0,0,0,1,0,0
27,1,2013-09-09,7524,791,1,0,0,0
27,2,2013-09-10,7847,834,1,0,0,0
27,3,2013-09-11,9383,997,1,1,0,0
27,4,2013-09-12,8778,809,1,1,0,0
27,5,2013-09-13,7596,774,1,0,0,0
27,6,2013-09-14,5165,562,1,0,0,0
27,7,2013-09-15,0,0,0,0,0,0
27,1,2013-09-16,7196,661,1,0,0,0
27,2,2013-09-17,5950,550,1,0,0,0
27,3,2013-09-18,7708,757,1,1,0,0
27,4,2013-09-19,6742,629,1,1,0,0
27,5,2013-09-20,9572,900,1,1,0,0
27,6,2013-09-21,7279,737,1,1,0,0
27,7,2013-09-22,4405,501,1,0,0,0
27,1,2013-09-23,7753,710,1,1,0,0
27,2,2013-09-24,5699,544,1,0,0,0
27,3,2013-09-25,6387,606,1,0,0,0
27,4,2013-09-26,6399,702,1,0,0,0
27,5,2013-09-27,6858,633,1,0,0,0
27,6,2013-09-28,5297,609,1,0,0,0
27,7,2013-09-29,3544,372,1,0,0,0
27,1,2013-09-30,7600,884,1,0,0,0
27,2,2013-10-01,5748,548,1,0,0,0
27,3,2013-10-02,8346,844,1,1,0,0
27,4,2013-10-03,9613,876,1,1,0,0
27,5,2013-10-04,8525,873,1,1,0,0
27,6,2013-10-05,0,0,0,1,0,0
27,7,2013-10-06,3660,363,1,0,0,0
27,1,2013-10-07,6681,674,1,0,0,0
27,2,2013-10-08,6790,748,1,0,0,0
27,3,2013-10-09,9142,989,1,1,0,0
27,4,2013-10-10,9111,909,1,1,0,0
27,5,2013-10-11,8919,953,1,1,0,0
27,6,2013-10-12,6884,773,1,1,0,0
27,7,2013-10-13,0,0,0,1,0,0
27,1,2013-10-14,8610,900,1,0,0,0
27,2,2013-10-15,6084,637,1,0,0,0
27,3,2013-10-16,6882,661,1,1,0,0
27,4,2013-10-17,8342,953,1,1,0,0
27,5,2013-10-18,8651,1004,1,1,0,0
27,6,2013-10-19,7085,696,1,1,0,0
27,7,2013-10-20,4694,519,1,1,0,0
27,1,2013-10-21,9691,915,1,1,0,0
27,2,2013-10-22,6251,614,1,0,0,0
27,3,2013-10-23,6076,645,1,0,0,0
27,4,2013-10-24,9144,1006,1,1,0,0
27,5,2013-10-25,7348,834,1,0,0,0
27,6,2013-10-26,4637,457,1,0,0,0
27,7,2013-10-27,3599,410,1,0,0,0
27,1,2013-10-28,7193,723,1,0,0,0
27,2,2013-10-29,5998,666,1,0,0,0
27,3,2013-10-30,5620,602,1,0,0,0
27,4,2013-10-31,6040,591,1,0,0,0
27,5,2013-11-01,6367,746,1,0,0,0
27,6,2013-11-02,0,0,0,0,0,0
27,7,2013-11-03,0,0,0,0,0,0
27,1,2013-11-04,8115,923,1,0,0,0
27,2,2013-11-05,8849,860,1,1,0,0
27,3,2013-11-06,7717,835,1,1,0,0
27,4,2013-11-07,5334,615,1,0,0,0
27,5,2013-11-08,9040,959,1,1,0,0
27,6,2013-11-09,4335,474,1,0,0,0
27,7,2013-11-10,4191,425,1,0,0,0
27,1,2013-11-11,9045,849,1,1,0,0
27,2,2013-11-12,6908,641,1,0,0,0
27,3,2013-11-13,6590,741,1,0,0,0
27,4,2013-11-14,5970,616,1,0,0,0
27,5,2013-11-15,6381,719,1,0,0,0
27,6,2013-11-16,4022,399,1,0,0,0
27,7,2013-11-17,4455,463,1,1,0,0
27,1,2013-11-18,6171,712,1,0,0,0
27,2,2013-11-19,7296,736,1,0,0,0
27,3,2013-11-20,6321,610,1,0,0,0
27,4,2013-11-21,6553,676,1,0,0,0
27,5,2013-11-22,6865,795,1,0,0,0
27,6,2013-11-23,0,0,0,0,0,0
27,7,2013-11-24,4021,444,1,1,0,0
27,1,2013-11-25,5868,652,1,0,0,0
27,2,2013-11-26,5591,653,1,0,0,0
27,3,2013-11-27,8034,835,1,1,0,0
27,4,2013-11-28,0,0,0,1,0,0
27,5,2013-11-29,7641,709,1,1,0,0
27,6,2013-11-30,7538,822,1,1,0,0
27,7,2013-12-01,2741,279,1,0,0,0
27,1,2013-12-02,6694,611,1,0,0,0
27,2,2013-12-03,7301,684,1,1,0,0
27,3,2013-12-04,7727,805,1,1,0,0
27,4,2013-12-05,8956,906,1,0,0,1
27,5,2013-12-06,10371,1088,1,0,0,0
27,6,2013-12-07,7077,670,1,0,0,1
27,7,2013-12-08,4491,484,1,0,0,0
27,1,2013-12-09,8092,736,1,0,0,0
27,2,2013-12-10,12985,1234,1,1,0,1
27,3,2013-12-11,8791,808,1,0,0,0
27,4,2013-12-12,10829,1243,1,1,0,0
27,5,2013-12-13,8756,972,1,0,0,1
27,6,2013-12-14,7037,818,1,0,0,0
27,7,2013-12-15,0,0,0,0,0,0
27,1,2013-12-16,11294,1159,1,1,0,0
27,2,2013-12-17,8256,819,1,0,0,0
27,3,2013-12-18,12264,1361,1,1,0,0
27,4,2013-12-19,7672,711,1,0,0,0
27,5,2013-12-20,8269,958,1,0,0,0
27,6,2013-12-21,8434,867,1,1,0,0
27,7,2013-12-22,4356,473,1,0,0,0
27,1,2013-12-23,8679,817,1,0,0,1
27,2,2013-12-24,7985,745,1,0,0,0
27,3,2013-12-25,6362,624,1,1,b,1
27,4,2013-12-26,4639,501,1,0,a,1
27,5,2013-12-27,7757,767,1,0,0,1
27,6,2013-12-28,7353,682,1,1,0,0
27,7,2013-12-29,5845,614,1,1,0,0
27,1,2013-12-30,10019,1033,1,0,0,0
27,2,2013-12-31,12992,1417,1,1,0,1
27,3,2014-01-01,3789,349,1,0,a,1
27,4,2014-01-02,5201,478,1,0,0,1
27,5,2014-01-03,6908,740,1,0,0,0
27,6,2014-01-04,4543,477,1,0,0,1
27,7,2014-01-05,3238,313,1,0,0,0
27,1,2014-01-06,5098,484,1,0,0,1
27,2,2014-01-07,8410,793,1,1,0,1
27,3,2014-01-08,6328,613,1,0,0,1
27,4,2014-01-09,10860,1222,1,1,0,1
27,5,2014-01-10,8205,923,1,1,0,0
27,6,2014-01-11,5849,679,1,1,0,1
27,7,2014-01-12,0,0,0,1,0,0
27,1,2014-01-13,8827,1032,1,1,0,0
27,2,2014-01-14,6284,599,1,0,0,1
27,3,2014-01-15,8075,788,1,1,0,0
27,4,2014-01-16,8166,772,1,1,0,0
27,5,2014-01-17,7167,735,1,1,0,0
27,6,2014-01-18,4707,452,1,0,0,0
27,7,2014-01-19,0,0,0,1,0,0
27,1,2014-01-20,8796,836,1,1,0,0
27,2,2014-01-21,6735,662,1,1,0,0
27,3,2014-01-22,6423,637,1,0,0,0
27,4,2014-01-23,5854,562,1,0,0,0
27,5,2014-01-24,6456,635,1,0,0,1
27,6,2014-01-25,4875,507,1,0,0,1
27,7,2014-01-26,3234,368,1,0,0,0
27,1,2014-01-27,6175,602,1,0,0,0
27,2,2014-01-28,8354,832,1,1,0,0
27,3,2014-01-29,5962,623,1,0,0,0
27,4,2014-01-30,7763,753,1,1,0,0
27,5,2014-01-31,7926,918,1,1,0,1
27,6,2014-02-01,5200,473,1,0,0,0
27,7,2014-02-02,4153,481,1,1,0,0
27,1,2014-02-03,8774,837,1,1,0,0
27,2,2014-02-04,6729,624,1,0,0,0
27,3,2014-02-05,7775,729,1,1,0,0
27,4,2014-02-06,5730,604,1,0,0,0
27,5,2014-02-07,6770,690,1,0,0,0
27,6,2014-02-08,5314,608,1,0,0,0
27,7,2014-02-09,0,0,0,0,0,0
27,1,2014-02-10,6876,760,1,0,0,0
27,2,2014-02-11,0,0,0,1,0,0
27,3,2014-02-12,9516,902,1,1,0,0
27,4,2014-02-13,9514,1087,1,1,0,0
27,5,2014-02-14,5882,576,1,0,0,0
27,6,2014-02-15,6160,563,1,1,0,0
27,7,2014-02-16,3837,353,1,0,0,0
27,1,2014-02-17,8442,950,1,1,0,0
27,2,2014-02-18,7020,689,1,0,0,0
27,3,2014-02-19,8112,771,1,1,0,0
27,4,2014-02-20,6484,712,1,0,0,0
27,5,2014-02-21,0,0,0,1,0,0
27,6,2014-02-22,6184,625,1,0,0,0
27,7,2014-02-23,4597,436,1,1,0,0
27,1,2014-02-24,6604,732,1,0,0,0
27,2,2014-02-25,7114,689,1,0,0,0
27,3,2014-02-26,9380,1009,1,1,0,0
27,4,2014-02-27,7446,720,1,1,0,0
27,5,2014-02-28,7669,774,1,1,0,0
27,6,2014-03-01,6870,693,1,1,0,0
27,7,2014-03-02,0,0,0,1,0,0
27,1,2014-03-03,6966,669,1,0,0,0
27,2,2014-03-04,8186,783,1,1,0,0
27,3,2014-03-05,6879,736,1,0,0,0
27,4,2014-03-06,6781,759,1,0,0,0
27,5,2014-03-07,6966,679,1,0,0,0
27,6,2014-03-08,6974,756,1,1,0,0
27,7,2014-03-09,0,0,0,0,0,0
27,1,2014-03-10,7145,723,1,0,0,0
27,2,2014-03-11,8539,840,1,1,0,0
27,3,2014-03-12,7567,835,1,0,0,0
27,4,2014-03-13,0,0,0,0,0,0
27,5,2014-03-14,7917,772,1,0,0,0
27,6,2014-03-15,7018,640,1,1,0,0
27,7,2014-03-16,3810,413,1,0,0,0
